,address,coffeeshop_name,geometry,yelp_id
45,"362 2nd Ave New York, NY 10010",Pushcart Coffee,POINT (-73.98135000000001 40.73666),pushcart-coffee-new-york-2
46,"109 E 56th St New York, NY 10022",Ninth Street Espresso,POINT (-73.97033690000001 40.7608109),ninth-street-espresso-new-york-8
47,"3004 30th St Astoria, NY 11102",Astoria Coffee,POINT (-73.92249243033839 40.7671240865304),astoria-coffee-astoria
48,"1744 2nd Ave New York, NY 10128",DTUT,POINT (-73.94934117546801 40.7808542200993),dtut-new-york
49,"61 W 62nd St New York, NY 10023",David Rubenstein Atrium,POINT (-73.98288700000001 40.771042),david-rubenstein-atrium-new-york
50,"1 Rockefeller Plaza Concourse Level, Ste D New York, NY 10020",Blue Bottle Coffee,POINT (-73.97858996878669 40.7586173525015),blue-bottle-coffee-new-york-2
51,"450 W 15th St New York, NY 10011",Blue Bottle Coffee,POINT (-74.00642350316051 40.7422500103712),blue-bottle-coffee-new-york-3
52,"116 E 28th St New York, NY 10016",Bagel & Schmear,POINT (-73.9832270890474 40.7429185509682),bagel-and-schmear-new-york
53,"13 Essex St New York, NY 10002",Cafe Grumpy,POINT (-73.990257 40.715183),cafe-grumpy-new-york-6
54,"172 Allen St New York, NY 10002",Bluestockings,POINT (-73.9889199 40.72139),bluestockings-new-york
55,"1385 6th Ave New York, NY 10019",Zibetto Espresso Bar,POINT (-73.9776043465576 40.7639232809413),zibetto-espresso-bar-new-york
56,"71 Pineapple St Brooklyn, NY 11201",Vineapple,POINT (-73.99307556415999 40.698296727787),vineapple-brooklyn
57,"71 Broadway New York, NY 10006",Bean & Bean,POINT (-74.0122090517805 40.7073064192213),bean-and-bean-new-york
58,"12 E 46th St New York, NY 10176",Gregory's Coffee,POINT (-73.9782180786133 40.7554473876953),gregorys-coffee-new-york-4
59,"120C Lafayette St New York, NY 10013",Prologue Coffee Room,POINT (-74.0004087871495 40.7189198956263),prologue-coffee-room-new-york-2
60,"1533 Myrtle Ave Brooklyn, NY 11237",Mixtape Bushwick,POINT (-73.9140196 40.6994942),mixtape-bushwick-brooklyn
61,"1045 6th Ave New York, NY 10018",La Colombe Coffee,POINT (-73.9854965 40.7531949),la-colombe-coffee-new-york-8
62,"25 Jay St Brooklyn, NY 11201",Brooklyn Roasting Company,POINT (-73.98619840000001 40.7042007),brooklyn-roasting-company-brooklyn-2
63,"774 9th Ave New York, NY 10019",Kahve,POINT (-73.9878845214844 40.7643852233887),kahve-new-york
64,"1045 Lexington Ave New York, NY 10021",Joe Coffee,POINT (-73.960825179509 40.7721104355424),joe-coffee-new-york-5
65,"154 Grand St New York, NY 10013",Gasoline Alley Coffee,POINT (-73.99887773516539 40.7201927690627),gasoline-alley-coffee-new-york-2
66,"22-04 33rd St Astoria, NY 11105",OK Cafe,POINT (-73.9098901301622 40.7752143591642),ok-cafe-astoria
67,"596 Manhattan Ave Brooklyn, NY 11222",Charlotte Patisserie,POINT (-73.95011 40.72312),charlotte-patisserie-brooklyn
68,"54 W 40th St New York, NY 10018",Blue Bottle Coffee,POINT (-73.984223271164 40.7530635290641),blue-bottle-coffee-new-york-6
69,"6903 3rd Ave Brooklyn, NY 11209",Coffee Rx,POINT (-74.0259379148483 40.6354921703071),coffee-rx-brooklyn
70,"136 E 13th St New York, NY 10003",Everyman Espresso,POINT (-73.98832919892349 40.7327852478612),everyman-espresso-new-york
71,"180 10th Ave New York, NY 10011",Intelligentsia Coffee,POINT (-74.0049928 40.745962),intelligentsia-coffee-new-york-3
72,"228 Mott St New York, NY 10012",Gimme! Coffee,POINT (-73.994918 40.722339),gimme-coffee-new-york
73,"222 Montrose Ave Brooklyn, NY 11206",Dun-Well Doughnuts,POINT (-73.940202 40.707743),dun-well-doughnuts-brooklyn
74,"422 E 75th St New York, NY 10021",Oslo Coffee Roasters,POINT (-73.95371249999999 40.7691307),oslo-coffee-roasters-new-york
75,"394 Broome St New York, NY 10013",Happy Bones NYC,POINT (-73.997066617012 40.720644146204),happy-bones-nyc-new-york
76,"379 Grand St New York, NY 10002",Doughnut Plant,POINT (-73.9886098620298 40.7163944930004),doughnut-plant-new-york-4
77,"864 10th Ave New York, NY 10019",Rex,POINT (-73.98857882326379 40.7688770027633),rex-new-york-2
78,"7 E 14th St New York, NY 10003",Le Café Coffee,POINT (-73.9928742229649 40.7357460797343),le-café-coffee-new-york-2
79,"345 Myrtle Ave Brooklyn, NY 11205",Red Lantern Bicycles,POINT (-73.9724197 40.6934509),red-lantern-bicycles-brooklyn
80,"223 Bushwick Ave Brooklyn, NY 11206",Jessi's Coffee Shop,POINT (-73.9396057128906 40.7082786560059),jessis-coffee-shop-brooklyn
81,"383 7th Ave Brooklyn, NY 11215",Café Grumpy,POINT (-73.9826126098633 40.6651992797852),café-grumpy-brooklyn-4
82,"318 E 84th St New York, NY 10028",Cafe Jax,POINT (-73.9518727 40.776062),cafe-jax-new-york
83,"17 W 32nd St New York, NY 10001",Grace Street,POINT (-73.9865590631962 40.7478576793883),grace-street-new-york
84,"37-04 30th Ave Astoria, NY 11103",Gossip Coffee,POINT (-73.9166 40.76436),gossip-coffee-astoria-2
85,"328 Bedford Ave Brooklyn, NY 11211",Oslo Coffee Roasters,POINT (-73.9621875 40.7130749),oslo-coffee-roasters-brooklyn-3
86,"88 Orchard St New York, NY 10002",Irving Farm Coffee Roasters,POINT (-73.990089 40.717964),irving-farm-coffee-roasters-new-york-8
87,"399 W Broadway New York, NY 10012",Ground Support,POINT (-74.0020576327145 40.7241968559678),ground-support-new-york
88,"325 Lafayette St New York, NY 10012",Gasoline Alley Coffee,POINT (-73.9948196 40.7254219),gasoline-alley-coffee-new-york
89,"59-02 Woodside Ave Woodside, NY 11377",Lucid Café,POINT (-73.90539800000001 40.745225),lucid-café-woodside-2
90,"439 3rd Ave Brooklyn, NY 11215",Four & Twenty Blackbirds,POINT (-73.99015 40.67206),four-and-twenty-blackbirds-brooklyn
91,"150 Manhattan Ave Brooklyn, NY 11206",Bearcat,POINT (-73.9447479248047 40.7078247070312),bearcat-brooklyn
92,"90 S 4th St Brooklyn, NY 11249",South 4th Bar & Café,POINT (-73.9644 40.71232),south-4th-bar-and-café-brooklyn-2
93,"10 Morton St New York, NY 10014",Bosie Tea Parlor,POINT (-74.003547 40.731151),bosie-tea-parlor-new-york
94,"4017 7th Ave Brooklyn, NY 11232",Sun House Cafe,POINT (-74.0004084 40.6474965),sun-house-cafe-brooklyn
95,"400 Lafayette St New York, NY 10003",La Colombe Coffee,POINT (-73.9928917586803 40.7282508909702),la-colombe-coffee-new-york-4
96,"60 W 129th St New York, NY 10027",Lenox Coffee,POINT (-73.9431898387905 40.8100306079669),lenox-coffee-new-york-3
97,"Wall St New York, NY",Love Truck Coffee,POINT (-74.00892 40.7060699),love-truck-coffee-new-york
98,"515 W 47th St New York, NY 10036",The Jolly Goat Coffee Bar,POINT (-73.99419283345181 40.7633010644103),the-jolly-goat-coffee-bar-new-york
99,"Grand Central Terminal Graybar Passage New York, NY 10017",Joe Coffee,POINT (-73.97704622513071 40.7529931503065),joe-coffee-new-york-8
100,"1124 3rd Ave New York, NY 10065",DAVIDsTEA,POINT (-73.9637604 40.7658386),davidstea-new-york-7
101,"73 8th Ave New York, NY 10014",Think Coffee,POINT (-74.003078 40.739551),think-coffee-new-york-4
102,"15 W 56th St New York, NY 10019",Momofuku Milk Bar,POINT (-73.97543 40.76281),momofuku-milk-bar-new-york-14
103,"318 11th St Brooklyn, NY 11215",Café Regular,POINT (-73.987731 40.668514),café-regular-brooklyn-2
104,"30-05 Steinway St Astoria, NY 11103",Kinship Coffee Cooperative,POINT (-73.91512319028109 40.7634513207248),kinship-coffee-cooperative-astoria
105,"76 Chambers St New York, NY 10007",Blue Spoon Coffee,POINT (-74.00672860443591 40.7143174856901),blue-spoon-coffee-new-york
106,"141 Waverly Pl New York, NY 10014",Joe Coffee,POINT (-74.00062690590509 40.7332515610874),joe-coffee-new-york-4
107,"63 Delancey St New York, NY 10002",Berkli Parc Cafe,POINT (-73.99089979999999 40.7191369),berkli-parc-cafe-new-york
108,"10 Morton St New York, NY 10014",The Doughnut Project,POINT (-74.003547 40.731151),the-doughnut-project-new-york
109,"58 W 44th St New York, NY 10036",Gregory's Coffee,POINT (-73.98285989999999 40.7558601),gregorys-coffee-new-york-2
110,"200 Broadway New York, NY 10038",Irving Farm Coffee Roasters,POINT (-74.00892341849359 40.7106556460976),irving-farm-coffee-roasters-new-york-13
111,"75 9th Ave New York, NY 10011",Amy's Bread,POINT (-74.00573243061901 40.7422315833701),amys-bread-new-york-4
112,"10-93 Jackson Ave Long Island City, NY 11101",Sweetleaf,POINT (-73.95160404810871 40.7432877579923),sweetleaf-long-island-city
113,"119 W 56th St New York, NY 10019",Knave,POINT (-73.978390271164 40.7643945015543),knave-new-york
114,"563 Nostrand Ave Brooklyn, NY 11216",Richol Bakery,POINT (-73.94942399999999 40.678031),richol-bakery-brooklyn
115,"3710 31st Ave Astoria, NY 11103",Tea Plus Cafe,POINT (-73.918453 40.761676),tea-plus-cafe-astoria
116,"750 Columbus Ave New York, NY 10025",Birch Coffee,POINT (-73.967719 40.793416),birch-coffee-new-york-11
117,"57 Court St Brooklyn, NY 11201",Maison Kayser,POINT (-73.9911683 40.6921231),maison-kayser-brooklyn
118,"1652 2nd Ave New York, NY 10028",Two Little Red Hens,POINT (-73.9517869 40.777528),two-little-red-hens-new-york-4
119,"114 Smith St Brooklyn, NY 11201",Konditori,POINT (-73.989992 40.68786),konditori-brooklyn-4
120,"20 W 46th St New York, NY 10036",Gotan,POINT (-73.98033169999999 40.7563301),gotan-new-york-3
121,"33 Pell Street New York, NY 10013",Juicy Spot Cafe,POINT (-73.99862899999999 40.7147999),juicy-spot-cafe-new-york-2
122,"552 Laguardia Pl New York, NY 10012",Mille-Feuille Bakery,POINT (-73.99826623499391 40.7289482653141),mille-feuille-bakery-new-york-2
123,"214 3rd St Brooklyn, NY 11215",Whole Foods Market,POINT (-73.98873446137701 40.6748589575184),whole-foods-market-brooklyn-2
124,"141 E 44th St New York, NY 10017",Macchiato Espresso Bar,POINT (-73.97462 40.75265),macchiato-espresso-bar-new-york
125,"350 7th Ave Brooklyn, NY 11215",Hanco's,POINT (-73.9823913574219 40.6663208007812),hancos-brooklyn-2
126,"326 6th St Brooklyn, NY 11215",Postmark Cafe,POINT (-73.98520000000001 40.6710865),postmark-cafe-brooklyn
127,"95 E Houston St New York, NY 10002",Whole Foods Market,POINT (-73.9924013834671 40.7238075549685),whole-foods-market-new-york-4
128,"30 Wyckoff Ave Brooklyn, NY 11226",Wyckoff Starr,POINT (-73.92245 40.706088),wyckoff-starr-brooklyn
129,"167 N 7th St Brooklyn, NY 11211",Konditori,POINT (-73.957228 40.717765),konditori-brooklyn-3
130,"114 W 41st St New York, NY 10036",FIKA,POINT (-73.98552909999999 40.7543971),fika-new-york-22
131,"231 Prospect Park W Brooklyn, NY 11215",Krupa Grocery,POINT (-73.980508 40.6598242),krupa-grocery-brooklyn
132,"120 W 3rd St New York, NY 10012",OatMeals,POINT (-74.000533 40.730389),oatmeals-new-york-3
133,"501 E 83rd St New York, NY 10028",Yorkafe,POINT (-73.9481289465576 40.7738001280068),yorkafe-new-york
134,"12 Chatham Sq New York, NY 10038",Audrey Bakery & Cafe,POINT (-73.9978426071237 40.7139558787404),audrey-bakery-and-cafe-new-york-2
135,"189 E Broadway New York, NY 10002",Cafe Petisco,POINT (-73.98882 40.71396),cafe-petisco-new-york
136,"123 4th Ave New York, NY 10003",Think Coffee,POINT (-73.9897646 40.7330253),think-coffee-new-york-3
137,"753 Washington St New York, NY 10014",Malaparte,POINT (-74.00804100000001 40.736873),malaparte-new-york
138,"407 Park Ave S New York, NY 10016",FIKA,POINT (-73.983881 40.743459),fika-new-york-26
139,"219 Mulberry St New York, NY 10012",Ruby's Cafe,POINT (-73.99634 40.72233),rubys-cafe-new-york-2
140,"132 W 23rd St New York, NY 10011",La Maison du Macaron,POINT (-73.994186 40.743179),la-maison-du-macaron-new-york
141,"1603 Cortelyou Rd Brooklyn, NY 11226",Cafe Madeline,POINT (-73.9633539 40.6419312),cafe-madeline-brooklyn
142,"401 W 25th St New York, NY 10001",Citizens of Chelsea,POINT (-74.000569 40.748123),citizens-of-chelsea-new-york
143,"622 Caton Ave Brooklyn, NY 11218",Parade Cafe,POINT (-73.97386 40.64754),parade-cafe-brooklyn
144,"131 W 21st St New York, NY 10011",Joe Coffee,POINT (-73.99493990000001 40.7422492),joe-coffee-new-york-12
145,"355 5th Ave Brooklyn, NY 11215",Café Martin,POINT (-73.98389 40.67162),café-martin-brooklyn-2
146,"420 Troutman St Brooklyn, NY 11237",AP Café,POINT (-73.92211501909711 40.7069641936322),ap-café-brooklyn-2
147,"5 Edward M Morgan Pl New York, NY 10032",Taszo Espresso Bar,POINT (-73.94519620789291 40.8344662595495),taszo-espresso-bar-new-york
148,"1065 Ave Of The Americas New York, NY 10018",Coffeemania,POINT (-73.9851181213425 40.7538790453234),coffeemania-new-york-2
149,"29 Waverly Pl New York, NY 10003",Oren's Daily Roast,POINT (-73.995053 40.7306091),orens-daily-roast-new-york
150,"555 W 42nd St New York, NY 10036",Romeo and Juliet Colombian Coffee,POINT (-73.9976043701172 40.7609634399414),romeo-and-juliet-colombian-coffee-new-york
151,"368 Graham Ave Brooklyn, NY 11211",Variety,POINT (-73.94425200000001 40.715415),variety-brooklyn-3
152,"518 Nostrand Ave New York, NY 11216",Le Paris Dakar,POINT (-73.9498048730164 40.6811617534164),le-paris-dakar-new-york
153,"150-17 Northern Blvd Flushing, NY 11354",Cafe de Cupping,POINT (-73.81441 40.76543),cafe-de-cupping-flushing
154,"253 Flatbush Ave Brooklyn, NY 11217",Hungry Ghost,POINT (-73.974469572792 40.680439674886),hungry-ghost-brooklyn
155,"90 University Pl New York, NY 10003",The Grey Dog,POINT (-73.99305200000001 40.733828),the-grey-dog-new-york-8
156,"15 E 31st St New York, NY 10016",Cup & Cup,POINT (-73.98480000000001 40.74629),cup-and-cup-new-york
157,"41-31 Queens Blvd Sunnyside, NY 11104",Caffebene,POINT (-73.9225117284238 40.7439207362114),caffebene-sunnyside
158,"482 6th Ave New York, NY 10011",O CAFE,POINT (-73.997714430402 40.7358444596012),o-cafe-new-york-2
159,"251 E 13th St New York, NY 10003",Momofuku Milk Bar,POINT (-73.9857388595245 40.7318893900159),momofuku-milk-bar-new-york-4
160,"36-02 Ditmars Boulevard Astoria, NY 11105",60 Beans Kitchen & Coffee,POINT (-73.908272 40.774101),60-beans-kitchen-and-coffee-astoria-5
161,"288 Grand St Brooklyn, NY 11211",-321° Ice Cream Shop,POINT (-73.957787 40.712905),321-ice-cream-shop-brooklyn
162,"101 Edgecombe Ave New York, NY 10030",The Edge,POINT (-73.9460373 40.8199158),the-edge-new-york-2
163,"234 Canal St Ste 107 New York, NY 10013",Kung Fu Tea,POINT (-73.99997 40.717691),kung-fu-tea-new-york-2
164,"301 W 49th St New York, NY 10019",Donna Bell's Bake Shop,POINT (-73.9866878092289 40.7617664337158),donna-bells-bake-shop-new-york
165,"1014 Fulton St Brooklyn, NY 11238",Outpost Café,POINT (-73.9602966308594 40.6818428039551),outpost-café-brooklyn-3
166,"109 Ludlow St New York, NY 10002",Juicy Spot Cafe,POINT (-73.9886155020733 40.7191902882313),juicy-spot-cafe-new-york
167,"362 W 45th St New York, NY 10036",Schmackary's,POINT (-73.99094425729101 40.760153883881),schmackarys-new-york
168,"73 2nd Ave New York, NY 10003",Atlas Cafe & Bakery,POINT (-73.98944212463179 40.7265019577728),atlas-cafe-and-bakery-new-york-2
169,"248 Mercer St New York, NY 10012",Think Coffee,POINT (-73.9952317230038 40.7284473668569),think-coffee-new-york-2
170,"1133 Broadway Ste 706 New York, NY 10010",HiLine Coffee,POINT (-73.9892598 40.743559),hiline-coffee-new-york-6
171,"226 Front St New York, NY 10038",Made Fresh Daily,POINT (-74.00220400000001 40.707687),made-fresh-daily-new-york
172,"620 Manhattan Ave Brooklyn, NY 11222",Van Leeuwen Artisan Ice Cream,POINT (-73.9504318237305 40.7236137390137),van-leeuwen-artisan-ice-cream-brooklyn
173,"52 5th Ave Brooklyn, NY 11217",5ive Spice,POINT (-73.97710619999999 40.6814048),5ive-spice-brooklyn-3
174,"328 W 44th St New York, NY 10036",St Kilda Coffee,POINT (-73.9902648925781 40.7588882446289),st-kilda-coffee-new-york
175,"9 Meserole St Brooklyn, NY 11206",Mountain Province,POINT (-73.95037873743441 40.7075228032172),mountain-province-brooklyn
176,"182 Driggs Ave Brooklyn, NY 11222",Crema BK,POINT (-73.94577700000001 40.723121),crema-bk-brooklyn
177,"267 Elizabeth St New York, NY 10012",Tacombi Nolita - Fonda Nolita,POINT (-73.9939028 40.7240304),tacombi-nolita-fonda-nolita-new-york
178,"373 Broome St New York, NY 10013",Cha Cha Matcha,POINT (-73.9962603341294 40.7202491542753),cha-cha-matcha-new-york-8
179,"343 Smith St Brooklyn, NY 11231",Smith Canteen,POINT (-73.99463799999999 40.680353),smith-canteen-brooklyn
180,"31 Crosby St New York, NY 10013",Saturdays Surf NYC - Coffee Bar,POINT (-73.99930999999999 40.72072),saturdays-surf-nyc-coffee-bar-new-york
181,"107 Roebling St Brooklyn, NY 11211",Gimme! Coffee,POINT (-73.9556808 40.7154007),gimme-coffee-brooklyn-2
182,"163 Montrose Ave Brooklyn, NY 11206",Luckybird Bakery,POINT (-73.9427032470703 40.7076263427734),luckybird-bakery-brooklyn
183,"147 1st Ave New York, NY 10003",The Bean,POINT (-73.98502000000001 40.728392),the-bean-new-york-4
184,"148 Mulberry St New York, NY 10013",Caffe Palermo,POINT (-73.99727249999999 40.7189596),caffe-palermo-new-york-2
185,"8222 17th Ave Brooklyn, NY 11214",Panino Rustico,POINT (-74.00315093994141 40.6104927062988),panino-rustico-brooklyn
186,"66 Pearl St New York, NY 10004",FIKA,POINT (-74.010928273201 40.7035732269287),fika-new-york-25
187,"169 Sullivan St New York, NY 10012",Banter,POINT (-74.0010959655046 40.7279129326344),banter-new-york
188,"112 Bond St Brooklyn, NY 11217",Building on Bond,POINT (-73.985258116561 40.686466067969),building-on-bond-brooklyn
189,"108 Central Ave Brooklyn, NY 11206",Central Cafe,POINT (-73.92942810058589 40.7002220153809),central-cafe-brooklyn-2
190,"323 Graham Ave Brooklyn, NY 11211",Ba'sik,POINT (-73.94457 40.7139499),basik-brooklyn-2
191,"915 Wyckoff Ave Ridgewood, NY 11385",Trans Am Cafe,POINT (-73.90621899999999 40.697052),trans-am-cafe-ridgewood
192,"921 Broadway New York, NY 10010",Maison Kayser,POINT (-73.9897079 40.7400284),maison-kayser-new-york-2
193,"55B Bayard St New York, NY 10013",Bubbly Tea,POINT (-73.9977798 40.7151718),bubbly-tea-new-york
194,"116 Havemeyer St Brooklyn, NY 11211",Atlas Café,POINT (-73.957037663574 40.712721787199),atlas-café-brooklyn-2
195,"108 Greenwich Ave New York, NY 10011",Tea & Sympathy,POINT (-74.001898149974 40.738175114449),tea-and-sympathy-new-york
196,"1 Bleecker St New York, NY 10012",Think Coffee Bowery,POINT (-73.992469 40.725421),think-coffee-bowery-new-york
197,"64-13 39th Ave Woodside, NY 11377",SriPraPhai Thai Restaurant,POINT (-73.89923279999999 40.7464987),sripraphai-thai-restaurant-woodside
198,"397 Greene Ave Brooklyn, NY 11216",Pilar Cuban Eatery,POINT (-73.9551 40.68808),pilar-cuban-eatery-brooklyn-3
199,"48 E 33rd St New York, NY 10016",Gregory's Coffee,POINT (-73.98241725758839 40.7467038734382),gregorys-coffee-new-york-12
200,"275 7th Ave New York, NY 10001",Argo Tea Café,POINT (-73.9941599 40.74555),argo-tea-café-new-york-7
201,"25-09 Steinway St Astoria, NY 11103",Egyptian Coffee Shop,POINT (-73.91171 40.76752),egyptian-coffee-shop-astoria
202,"69 Cooper Sq New York, NY 10008",Cafe Zaiya,POINT (-73.9903589 40.728642),cafe-zaiya-new-york-2
203,"246 5th Ave New York, NY 10001",Idea Coffee,POINT (-73.98725999998049 40.7447397966722),idea-coffee-new-york-2
204,"36 W 40th St New York, NY 10018",Lady M Cake Boutique,POINT (-73.9836459 40.752722),lady-m-cake-boutique-new-york-3
205,"180 Dekalb Ave Brooklyn, NY 11205",Bittersweet,POINT (-73.9725219 40.689498),bittersweet-brooklyn
206,"302 Grand St Ste E New York, NY 10002",Minus Celsius Ice Cream,POINT (-73.991523 40.717678),minus-celsius-ice-cream-new-york
