,address,brewery_name,rb_links,type,year_opened,geometry
25,"421 Main Street, Oneonta, New York, USA  13820", BENsBREW,/brewers/bensbrew/14984/,Microbrewery,2012,POINT (-75.051171 42.458784)
26,"32-72 41st St., Astoria, Queens, New York, USA  11103", Beyond Brewing Company,/brewers/beyond-brewing-company/17095/,Microbrewery,2013,POINT (-73.9197173 40.756546)
27,"8-08 43rd Road,  Long Island City, New York, USA  11101", Big Alice Brewing,/brewers/big-alice-brewing/17193/,Microbrewery,2013,POINT (-73.95059049999999 40.7520775)
28,"55 E. Huron Street, Buffalo, New York, USA  14203", Big Ditch Brewing,/brewers/big-ditch-brewing/20952/,Microbrewery,2014,POINT (-78.8709209 42.8878118)
29,"5686 Cascade Road, Lake Placid, New York, USA  12946", Big Slide Brewery & Public House,/brewers/big-slide-brewery-public-house/27646/,Brewpub,2016,POINT (-73.9708701 44.2664276)
30,"96 Park Street, Tupper Lake, New York, USA  12986", Big Tupper Brewing,/brewers/big-tupper-brewing/24612/,Microbrewery,2015,POINT (-74.464777 44.223137)
31,"15 Avenue B, Johnson City, New York, USA  13790", Binghamton Brewing Company,/brewers/binghamton-brewing-company/20203/,Brewpub/Brewery,2014,POINT (-75.95353999999999 42.11523200000001)
32,"1015 Kendall Street , Horseheads, New York, USA  14845", Birdland Brewing Company,/brewers/birdland-brewing-company/15870/,Microbrewery,2013,POINT (-76.8335268 42.1567547)
33,"2015 New Highway, Farmingdale, New York, USA  11735", Black Forest Brew Haus,/brewers/black-forest-brew-haus/2597/,Brewpub,2002,POINT (-73.4144251 40.7550384)
34,"420 Harrison Drive, Centerport, New York, USA  11721", Blind Bat Brewery,/brewers/blind-bat-brewery/10075/,Microbrewery,2008,POINT (-73.38109799999999 40.89588)
35,"40 Cottage Street, Poughkeepsie, New York, USA  12601", Blue Collar Brewery (NY),/brewers/blue-collar-brewery-ny/20444/,Microbrewery,2014,POINT (-73.9182416 41.7073612)
36,"555 Lake Flower Ave, Saranac Lake, New York, USA  12983", Blue Line Brewery,/brewers/blue-line-brewery/17320/,Microbrewery,2013,POINT (-74.116118 44.313221)
37,"161 River Avenue, Patchogue, New York, USA  11772", Blue Point Brewing (AB InBev),/brewers/blue-point-brewing-ab-inbev/2072/,Brewpub/Brewery,1999,POINT (-73.0215951 40.7592223)
38,"241 Bly Hollow Road, Cherry Plain, New York, USA  12040", Bly Hollow Brewery,/brewers/bly-hollow-brewery/14286/,Microbrewery,2012,POINT (-73.367211 42.6250863)
39,"648 Broadway #904, New York, New York, USA  10012", Bomb Beer Company,/brewers/bomb-beer-company/13163/,Client Brewer,2011,POINT (-73.9956858 40.7267354)
40,"99 Hillside Avenue #995, Williston Park, New York, USA  11596", Bowlers Beer Company,/brewers/bowlers-beer-company/14955/,Client Brewer,2012,POINT (-73.642905 40.756831)
41,"Bushwick, Brooklyn, New York, USA  11237", Braven Brewing Company,/brewers/braven-brewing-company/21783/,Client Brewer,2015,POINT (-73.92128579999999 40.7043156)
42,"8319 Pleasant Valley Rd , Hammondsport , New York, USA  14840", Brewery of Broken Dreams,/brewers/brewery-of-broken-dreams/21883/,Microbrewery,2015,POINT (-77.244829 42.405211)
43,"656 County Highway 33, Cooperstown, New York, USA  13326", Brewery Ommegang  (Duvel-Moortgat),/brewers/brewery-ommegang-duvel-moortgat/527/,Microbrewery,1997,POINT (-74.9452273 42.6268786)
44,"New York, USA", Brewski Brewing Company,/brewers/brewski-brewing-company/22345/,Client Brewer,2015,POINT (-74.0059413 40.7127837)
45,"6771 West Main St, Patchogue, New York, USA  11172", BrickHouse Brewery & Restaurant,/brewers/brickhouse-brewery-restaurant/2257/,Brewpub,2002,POINT (-73.02450899999999 40.7640092)
46,"15-35 Decatur Street, New York, New York, USA  11385", Bridge and Tunnel Brewery,/brewers/bridge-and-tunnel-brewery/16209/,Microbrewery,2013,POINT (-73.902835 40.693822)
47,"173 Marbledale Road, Tuckahoe, New York, USA  10707", Broken Bow Brewery,/brewers/broken-bow-brewery/17695/,Microbrewery,2013,POINT (-73.8190429 40.9550346)
48,"New York, USA", Brooklyn Brew Shop,/brewers/brooklyn-brew-shop/21757/,Brewpub,2015,POINT (-74.0059413 40.7127837)
49,"79 North 11th Street, Brooklyn, New York, USA  11211", Brooklyn Brewery,/brewers/brooklyn-brewery/90/,Microbrewery,1987,POINT (-73.957258 40.721645)
50,"50 Factory Hill Road, Troy, New York, USA  12090", Browns Brewing Company,/brewers/browns-brewing-company/610/,Microbrewery,1997,POINT (-73.34358089999999 42.92491680000001)
51,"200 Portion Road, Ronkonkoma, New York, USA  11779", Brownstone Brewing Company,/brewers/brownstone-brewing-company/24575/,Brewpub,2015,POINT (-73.10549779999999 40.826467)
52,"314 Myrtle Avenue, Buffalo, New York, USA  14204", Buffalo Brewing Company (NY),/brewers/buffalo-brewing-company-ny/28638/,Microbrewery,2016,POINT (-78.85808689999999 42.8782741)
53,"6861 Main St., Williamsville, New York, USA  14221", Buffalo Brewpub,/brewers/buffalo-brewpub/3963/,Brewpub,2003,POINT (-78.6979152 42.96491899999999)
54,"2309 Eggert Road, Tonawanda, New York, USA  14150", Buffalo Tap Room & Grill,/brewers/buffalo-tap-room-grill/20742/,Brewpub,2014,POINT (-78.82549139999999 42.9818323)
55,"988 Rte 22 , Brewster, New York, USA  10509", Bull & Barrel Brew Pub,/brewers/bull-barrel-brew-pub/19535/,Brewpub,2014,POINT (-73.60236399999999 41.397413)
56,"4021 State Highway 51, Garrattsville, New York, USA  13342", Butternuts Beer and Ale,/brewers/butternuts-beer-and-ale/6863/,Microbrewery,2006,POINT (-75.19098799999999 42.623539)
57,"19 Quackenbush Square, Albany, New York, USA  12207", C.H. Evans Brewing Company at the Albany Pump Station,/brewers/ch-evans-brewing-company-at-the-albany-pump-station/2980/,Brewpub,1889,POINT (-73.74776 42.654103)
58,"16 Upper Main Street, Callicoon, New York, USA  12723", Callicoon Brewing Company,/brewers/callicoon-brewing-company/19543/,Brewpub,2014,POINT (-75.05733599999999 41.766998)
59,"76 Fred Thew Road, Peru, New York, USA  12972", Cape Vincent Brewing Company,/brewers/cape-vincent-brewing-company/28875/,Microbrewery,2016,POINT (-73.578908 44.52520699999999)
60,"444 Saw Mill River Road, Elmsford, New York, USA  10523", Captain Lawrence Brewing Company,/brewers/captain-lawrence-brewing-company/6758/,Microbrewery,2006,POINT (-73.81519300000001 41.0700703)
61,"672 Old Route 17, Livingston Manor, New York, USA  12758", Catskill Brewery,/brewers/catskill-brewery/20759/,Microbrewery,2014,POINT (-74.82435199999999 41.906821)
62,"5359 State Route 23, Windham, New York, USA  12496", Cave Mountain Brewing Co.,/brewers/cave-mountain-brewing-co/9859/,Brewpub,2008,POINT (-74.25103559999999 42.3074597)
63,"Rochester, New York, USA  14624", Champps Brewery & Co,/brewers/champps-brewery-co/20108/,Commercial Brewery,2014,POINT (-77.73376279999999 43.1206737)
64,"30 Main Street, Chatham, New York, USA  12037", Chatham Brewing,/brewers/chatham-brewing/8546/,Microbrewery,2007,POINT (-73.5958656 42.3629067)
65,"463 East 173rd Street, Bronx, New York, USA  10457", Chelsea Craft Brewing Company,/brewers/chelsea-craft-brewing-company/325/,Microbrewery,1999,POINT (-73.90153579999999 40.8419799)
66,"22 Cottage Street, Middletown, New York, USA  10940", Clemson Bros. Brewery,/brewers/clemson-bros-brewery/24841/,Brewpub,2015,POINT (-74.4157469 41.447491)
67,"511 Hansen Point, Penn Yan, New York, USA  14527", Climbing Bines Craft Ale Company,/brewers/climbing-bines-craft-ale-company/18768/,Brewpub/Brewery,2014,POINT (-76.9414513 42.65960949999999)
68,"58 Saratoga Ave, South Glens Falls, New York, USA  12803", Common Roots Brewing Company,/brewers/common-roots-brewing-company/21631/,Microbrewery,2014,POINT (-73.636534 43.295219)
69,"15 Lafayette Ave, Buffalo, New York, USA  14213", Community Beer Works,/brewers/community-beer-works/14283/,Microbrewery,2012,POINT (-78.89791129999999 42.9198593)
70,"1904 Surf Avenue, Brooklyn, New York, USA  11224", Coney Island Brewing Company (Boston Beer Company),/brewers/coney-island-brewing-company-boston-beer-company/24421/,Client Brewer,2015,POINT (-73.98449429999999 40.5748057)
71,"2 Sagamore Street, Glens Falls, New York, USA  12801", Coopers Cave Ale Company,/brewers/coopers-cave-ale-company/2976/,Brewpub,1995,POINT (-73.63999559999999 43.3176532)
72,"River Street, Milford, New York, USA  13807", Cooperstown Brewing Co.,/brewers/cooperstown-brewing-co/600/,Microbrewery,1995,POINT (-74.94029399999999 42.5893389)
73,"1111 Oneida Street, Rome, New York, USA  13440", Copper City Brewing Company,/brewers/copper-city-brewing-company/29604/,Microbrewery,2016,POINT (-75.4317119 43.2047368)
74,"16 Court Street, Cortland, New York, USA  13045"," Cortland Beer Company, LLC",/brewers/cortland-beer-company-llc/12426/,Microbrewery,2011,POINT (-76.1795116 42.5996472)
75,"4861 State Highway 28, Cooperstown, New York, USA  13326", Council Rock Brewery,/brewers/council-rock-brewery/14956/,Brewpub,2012,POINT (-74.96013499999999 42.658817)
76,"2 Exchange Street, Phelps, New York, USA  14532", Crafty Ales & Lagers,/brewers/crafty-ales-lagers/18338/,Microbrewery,2013,POINT (-77.056861 42.957834)
77,"6141 W Ava Road, Ava, New York, USA  13303", Creative Shepherd Farm Brewing Company,/brewers/creative-shepherd-farm-brewing-company/24726/,Microbrewery,2015,POINT (-75.4805374 43.4204478)
78,"3232 Rippleton Road, Cazenovia, New York, USA  13035", Critz Farms Brewing & Cider Company,/brewers/critz-farms-brewing-cider-company/28946/,Microbrewery,2016,POINT (-75.8735243 42.8805861)
79,"70 West Main Street, Riverhead, New York, USA  11901", Crooked Ladder Brewing Company,/brewers/crooked-ladder-brewing-company/17431/,Microbrewery,2013,POINT (-72.6634406 40.9170864)
80,"21 Second Street, Athens, New York, USA  12015", Crossroads Brewing Company (NY),/brewers/crossroads-brewing-company-ny/12684/,Brewpub/Brewery,2011,POINT (-73.8096796 42.2605257)
81,"300 Village Square Blvd. , Honeoye Falls, New York, USA  14472", Custom Brewcrafters,/brewers/custom-brewcrafters/994/,Microbrewery,1997,POINT (-77.60347519999999 42.9520817)
82,"445 St. Paul St., Rochester, New York, USA  14605", Custom Tap Brews (Genesee/High Falls),/brewers/custom-tap-brews-genesee-high-falls/24110/,Client Brewer,2015,POINT (-77.61527649999999 43.16423349999999)
83,"Brooklyn, New York, USA  11249", Cuzett Libations,/brewers/cuzett-libations/22192/,Client Brewer,2015,POINT (-73.9660683 40.7119031)
84,"184 Glen Street, Glens Falls, New York, USA  12801", Davidson Brothers Restaurant and Brewery,/brewers/davidson-brothers-restaurant-and-brewery/2119/,Brewpub/Brewery,1996,POINT (-73.6448013 43.3096189)
85,"Mamaroneck, New York, USA", Decadent Ales,/brewers/decadent-ales/27322/,Microbrewery,2016,POINT (-73.7326309 40.94870969999999)
86,"6 East Dexter Plaza, Pearl River, New York, USA  10965", Defiant Brewing Company,/brewers/defiant-brewing-company/6912/,Microbrewery,2006,POINT (-74.022847 41.0584046)
87,"1 South Chicago Avenue, Bay Shore, New York, USA  11706", Destination Unknown Beer Company,/brewers/destination-unknown-beer-company/25203/,Microbrewery,2015,POINT (-73.2294232 40.7340258)
88,"729 Wyncoop Creek Road, Chemung, New York, USA  14825", Diversion Brewing Company,/brewers/diversion-brewing-company/28088/,Microbrewery,2016,POINT (-76.62444599999999 42.01777999999999)
89,"381 Broadway, Saratoga Springs, New York, USA", Druthers Brewing,/brewers/druthers-brewing/15303/,Brewpub,2012,POINT (-73.78574589999999 43.0808604)
90,"Tarrytown, New York, USA", Duncans Abbey,/brewers/duncans-abbey/24470/,Microbrewery,2015,POINT (-73.85874609999999 41.0762077)
91,"445 Saint Paul Street, Rochester, New York, USA  14605-1726", Dundee Brewing Company (Cervecería Costa Rica - FIFCO),/brewers/dundee-brewing-company-cerveceria-costa-rica--fifco/12164/,Client Brewer,2010,POINT (-77.61527649999999 43.16423349999999)
92,"New York, USA", Dyckman Beer Company,/brewers/dyckman-beer-company/17194/,Client Brewer,2013,POINT (-74.0059413 40.7127837)
93,"108 Walter Drive, Syracuse, New York, USA  13206", Eastwood Brewing Company,/brewers/eastwood-brewing-company/18241/,Microbrewery,2013,POINT (-76.0980874 43.0698924)
94,"28A Monroe St., Ellicottville, New York, USA", Ellicottville Brewing,/brewers/ellicottville-brewing/1952/,Brewpub,2001,POINT (-78.670644 42.2751183)
95,"120 Walton Street, Syracuse, New York, USA  13202", Empire Brewing Company,/brewers/empire-brewing-company/601/,Brewpub,1994,POINT (-76.15460089999999 43.0481785)
96,"22 Henry Street, Middletown, New York, USA  10940", Equilibrium Brewery,/brewers/equilibrium-brewery/29279/,Microbrewery,2016,POINT (-74.4219327 41.4462272)
97,"135 James Street, Canastota, New York, USA  13032", Erie Canal Brewing Company,/brewers/erie-canal-brewing-company/20168/,Microbrewery,2014,POINT (-75.75419339999999 43.0756747)
98,"446 Kent Ave Apt 14A, Brooklyn, New York, USA  11249", Evil Twin Brewing,/brewers/evil-twin-brewing/11645/,Client Brewer,2010,POINT (-73.9684766 40.7090778)
99,"830 Varick Street, Utica, New York, USA  13502", F.X. Matt Brewing Company,/brewers/fx-matt-brewing-company/92/,Commercial Brewery,1999,POINT (-75.2446173 43.1033926)
100,"99 S. Main Street, Fairport, New York, USA  14450", Fairport Brewing Company,/brewers/fairport-brewing-company/16495/,Microbrewery,2013,POINT (-77.4416868 43.09881740000001)
101,"17 Johnson Rd, Mechanicville, New York, USA  12118", Fairways of Halfmoon Brewpub,/brewers/fairways-of-halfmoon-brewpub/28716/,Brewpub,2016,POINT (-73.7112614 42.9029376)
102,"Dobbs Ferry, New York, USA  10522", Ferrari Beer Company,/brewers/ferrari-beer-company/24016/,Microbrewery,2015,POINT (-73.8713099 41.0102232)
103,"78-01 77th Ave , Queens, New York, USA  11385", Finback Brewery,/brewers/finback-brewery/18825/,Microbrewery,2014,POINT (-73.8732122 40.70651970000001)
104,"8462 State Route 54, Hammondsport, New York, USA  14840"," Finger Lakes Beer Company, LLC",/brewers/finger-lakes-beer-company-llc/13858/,Microbrewery,2011,POINT (-77.2257906 42.3991086)
105,"P.O. Box 546, Ocean Beach, New York, USA  11770", Fire Island Beer Company,/brewers/fire-island-beer-company/10561/,Client Brewer,2009,POINT (-73.1570589 40.6467664)
106,"8398 West Route 20, Westfield, New York, USA  14787", Five and 20 Spirits and Brewing,/brewers/five-and-20-spirits-and-brewing/23696/,Microbrewery,2015,POINT (-79.6427209 42.295936)
107,"40 Minthorne Street, Staten Island, New York, USA  10301", Flagship Brewing Company,/brewers/flagship-brewing-company/19778/,Microbrewery,2014,POINT (-74.07599139999999 40.636621)
108,"3630 State Route 414, Seneca Falls, New York, USA  13148", Fleur De Lis Brew Works,/brewers/fleur-de-lis-brew-works/30084/,Microbrewery,2017,POINT (-76.8053798 42.84688269999999)
109,"211A Main Street, Farmingdale, New York, USA  11735", Flying Belgian Brewery,/brewers/flying-belgian-brewery/25848/,Microbrewery,2016,POINT (-73.44583009999999 40.734091)
110,"840 Seneca Street, Buffalo, New York, USA  14210", Flying Bison Brewing,/brewers/flying-bison-brewing/2055/,Microbrewery,2001,POINT (-78.845775 42.8758161)
111,"195 Luquer Street Apt 4r, Carroll Gardens, New York, USA  11231", Folksbier Brauerei,/brewers/folksbier-brauerei/22327/,Microbrewery,2015,POINT (-73.99758500000002 40.677138)
112,"202 East Green Street, Olean, New York, USA  14760", Four Mile Brewing (NY),/brewers/four-mile-brewing-ny/23176/,Microbrewery,2015,POINT (-78.427463 42.07318)
113,"245 Guski Road, Red Hook, New York, USA  12571", From The Ground Brewery,/brewers/from-the-ground-brewery/23765/,Microbrewery,2015,POINT (-73.8800155 42.0472969)
114,"628 S Main Street,  North Syracuse, New York, USA  13212", Full Boar Craft Brewery and Tap Room,/brewers/full-boar-craft-brewery-and-tap-room/24947/,Microbrewery,2016,POINT (-76.14175999999999 43.1245163)
115,"127 North Street, Old. Forge, New York, USA  13420", Fulton Chain Craft Brewery,/brewers/fulton-chain-craft-brewery/24817/,Microbrewery,2015,POINT (-74.9703229 43.714856)
116,"4180 State Route 14, Geneva, New York, USA  14456", Gael Brewing Company,/brewers/gael-brewing-company/24367/,Microbrewery,2015,POINT (-76.97963469999999 42.8329921)
117,"41 Court Street, Binghamton, New York, USA  13901", Galaxy Brewing Company,/brewers/galaxy-brewing-company/18067/,Brewpub,2013,POINT (-75.91364039999999 42.0990332)
118,"1 Garvies Point Road, Glen Cove, New York, USA  11542", Garvies Point Brewery,/brewers/garvies-point-brewery/26915/,Microbrewery,2016,POINT (-73.6419743 40.8602509)
119,"5428 Rt. 14  , Dundee, New York, USA  14873", GC Starkey Beer,/brewers/gc-starkey-beer/14811/,Microbrewery,2012,POINT (-76.9211959 42.5569146)
120,"3 Main Street, New Paltz, New York, USA  12561", Gilded Otter Brewing Company,/brewers/gilded-otter-brewing-company/602/,Brewpub,1998,POINT (-74.0895687 41.7469608)
121,"4200 Rte 14, Geneva, New York, USA  14456", Glass Factory Brew House (GFBH),/brewers/glass-factory-brew-house-gfbh/20638/,Brewpub,2014,POINT (-76.9787541 42.7739661)
122,"55 Maple Ave, Florida, New York, USA  10921", Glenmere Brewing Company,/brewers/glenmere-brewing-company/28356/,Microbrewery,2016,POINT (-74.3603268 41.3354212)
123,"8 Broad Street, Hamilton, New York, USA  13346", Good Nature Farm Brewery & Tap Room,/brewers/good-nature-farm-brewery-tap-room/13520/,Microbrewery,2011,POINT (-75.544399 42.826438)
124,"34 Main Street, Lake Placid, New York, USA  12946", Great Adirondack Brewing Co.,/brewers/great-adirondack-brewing-co/291/,Microbrewery,1998,POINT (-73.9840428 44.2854201)
125,"151 Lafayette Street, Schenectady, New York, USA  12305", Great Flats Brewing,/brewers/great-flats-brewing/30766/,Microbrewery,2017,POINT (-73.93817 42.812401)
126,"75 Clarendon Avenue, Kingston, New York, USA  12401", Great Life Brewing Company,/brewers/great-life-brewing-company/25785/,Microbrewery,2016,POINT (-73.9973579 41.9409085)
127,"25 Drexel Drive, Bay Shore, New York, USA  11706", Great South Bay Brewery,/brewers/great-south-bay-brewery/11709/,Microbrewery,2010,POINT (-73.26346699999999 40.7610955)
128,"315 Main Street, Middleburgh, New York, USA  12122", Green Wolf Brewing Company,/brewers/green-wolf-brewing-company/20535/,Microbrewery,2014,POINT (-74.33508500000001 42.59796499999999)
129,"7 North 15th Street, Brooklyn, New York, USA  11222", Greenpoint Beer and Ale Co.,/brewers/greenpoint-beer-and-ale-co/19240/,Brewpub,2014,POINT (-73.95706799999999 40.725131)
130,"529 Waverly Avenue, Brooklyn, New York, USA  11238", Greenpoint Beer Works,/brewers/greenpoint-beer-works/6516/,Microbrewery,2006,POINT (-73.96569839999999 40.6823249)
131,"234 Carpenter Street, Greenport, New York, USA  11944", Greenport Harbor Brewing Co.,/brewers/greenport-harbor-brewing-co/10720/,Microbrewery,2009,POINT (-72.35865489999999 41.1036334)
132,"5324 W Ridge Road, Spencerport, New York, USA  14559", Griffs Brewery,/brewers/griffs-brewery/25878/,Microbrewery,2016,POINT (-77.820714 43.22077600000001)
133,"Brooklyn, New York, USA", Grimm Artisanal Ales,/brewers/grimm-artisanal-ales/17192/,Client Brewer,2013,POINT (-73.94415789999999 40.6781784)
134,"4880 State Route 414, Hector, New York, USA  14818", Grist Iron Brewing Company,/brewers/grist-iron-brewing-company/27964/,Brewpub,2016,POINT (-76.8670042 42.4687693)
135,"3227 Laconia Ave., Bronx, New York, USA  10469", Gun Hill Brewing Company,/brewers/gun-hill-brewing-company/19178/,Brewpub/Brewery,2014,POINT (-73.8556201 40.8721387)
136,"6553 Boston State Road, Hamburg, New York, USA  14075", Hamburg Brewing Company,/brewers/hamburg-brewing-company/17745/,Microbrewery,2013,POINT (-78.8028954 42.7110117)
137,"39 County Route 65, Windham, New York, USA  12439", Hammos Brewpub & Lodge,/brewers/hammos-brewpub-lodge/24131/,Brewpub,2015,POINT (-74.21893899999999 42.290366)
138,"2214 Frederick Douglass Blvd. , Harlem, New York, USA  10026", Harlem Blue Beer,/brewers/harlem-blue-beer/18904/,Client Brewer,2014,POINT (-73.953761 40.80660030000001)
139,"Harlem, New York, USA", Harlem Brewing Company,/brewers/harlem-brewing-company/12620/,Client Brewer,2011,POINT (-73.94647689999999 40.8115504)
140,"141 Warners Lake Road, East Berne, New York, USA  12059", Helderberg Mountain Brewing Company,/brewers/helderberg-mountain-brewing-company/25627/,Microbrewery,2016,POINT (-74.0787639 42.6299412)
141,"2001 Delphi Road, New Woodstock , New York, USA  13122", Henneberg Brewing Company,/brewers/henneberg-brewing-company/20786/,Microbrewery,2014,POINT (-75.8628233 42.8697411)
142,"376 E Honey Hollow Road, Earlton, New York, USA  12058", Honey Hollow Brewing Company,/brewers/honey-hollow-brewing-company/20169/,Microbrewery,2014,POINT (-73.92655999999999 42.40450500000001)
143,"1771 Dryden Road, Freeville, New York, USA  13068", Hopshire Farm and Brewery,/brewers/hopshire-farm-and-brewery/17372/,Microbrewery,2013,POINT (-76.3681332 42.4806535)
144,"250 Old Ithaca Rd., Horseheads, New York, USA  14845", Horseheads Brewing,/brewers/horseheads-brewing/9224/,Microbrewery,2008,POINT (-76.8121348 42.1833111)
145,"222 W Houston St, New York, New York, USA  10014", Houston Hall,/brewers/houston-hall/16179/,Client Brewer,2013,POINT (-74.0047369 40.7287959)
146,"17 Milton Avenue, Highland, New York, USA", Hudson Ale Works,/brewers/hudson-ale-works/29096/,Microbrewery,2016,POINT (-73.96392640000001 41.7178494)
147,"60 S. Front Street , Hudson, New York, USA  12534", Hudson Brewing Company,/brewers/hudson-brewing-company/28071/,Microbrewery,2016,POINT (-73.7972379 42.253763)
148,"7 East Main Street, Beacon, New York, USA  12508", Hudson Valley Brewery,/brewers/hudson-valley-brewery/27030/,Microbrewery,2016,POINT (-73.962829 41.501771)
149,"4076 Albany Post Rd., Hyde Park, New York, USA  12538", Hyde Park Brewing Company,/brewers/hyde-park-brewing-company/1582/,Brewpub,1996,POINT (-73.92943079999999 41.7691933)
150,"3703 Brewerton Road, Syracuse, New York, USA  13212", IBU,/brewers/ibu/24955/,Microbrewery,2015,POINT (-76.1453738 43.1155559)
151,"37-18 Northern Blvd, Queens, New York, USA  11101", ICONYC Brewing Company,/brewers/iconyc-brewing-company/26136/,Microbrewery,2016,POINT (-73.9253823 40.7520583)
152,"342 Altamont Road, Altamont, New York, USA  12009", Indian Ladder Farmstead Cidery and Brewery,/brewers/indian-ladder-farmstead-cidery-and-brewery/29836/,Microbrewery,2017,POINT (-73.97348959999999 42.6554108)
153,"55 W Railroad Ave Bldg 25W, Garnerville, New York, USA  10923", Industrial Arts Brewing Company,/brewers/industrial-arts-brewing-company/28472/,Microbrewery,2016,POINT (-73.99004769999999 41.2089303)
154,"942 Grand Street, Brooklyn, New York, USA  11211", Interboro Spirits and Ales,/brewers/interboro-spirits-and-ales/28451/,Microbrewery,2016,POINT (-73.93691969999999 40.7125846)
155,"196 Baker Street , Corning, New York, USA  14830", Iron Flamingo Brewery,/brewers/iron-flamingo-brewery/26312/,Microbrewery,2014,POINT (-77.05637899999999 42.155135)
156,"360 West Ridge Road, Rochester, New York, USA  14615", Iron Tug Brewing,/brewers/iron-tug-brewing/28494/,Microbrewery,2016,POINT (-77.636534 43.1998559)
157,"Ithaca Beer Co., 122 Ithaca Beer Drive, Ithaca, New York, USA  14850", Ithaca Beer Co.,/brewers/ithaca-beer-co/603/,Microbrewery,1998,POINT (-76.53485999999999 42.416835)
158,"New York, USA  10470", Jonas Broncks Beer Co.,/brewers/jonas-broncks-beer-co/13204/,Client Brewer,2011,POINT (-73.86836970000002 40.89907669999999)
159,"381 Troutman St, Brooklyn, New York, New York, USA  11237", KCBC (Kings County Brewers Collective),/brewers/kcbc-kings-county-brewers-collective/27230/,Microbrewery,2016,POINT (-73.9234757 40.7059533)
160,"20 St. James St., Kingston, New York, USA  12401", Keegan Ales,/brewers/keegan-ales/4242/,Microbrewery,2003,POINT (-74.0118701 41.9315036)
161,"97 Nassau Ave, Brooklyn, New York, USA  11222", Keg & Lantern,/brewers/keg-lantern/21095/,Brewpub,2014,POINT (-73.95035919999999 40.7240665)
162,"8572 Briglin Road, Hammondsport, New York, USA  14840", Keuka Brewing Company,/brewers/keuka-brewing-company/10522/,Microbrewery,2009,POINT (-77.19103299999999 42.485417)
163,"7 West Bridge Street , Oswego, New York, USA  13126", King Arthurs Steakhouse & Brewery,/brewers/king-arthurs-steakhouse-brewery/4881/,Brewpub,2004,POINT (-76.5109812 43.4568315)
164,"426 Ridge Road, Webster, New York, USA  14580", Knucklehead Craft Brewing,/brewers/knucklehead-craft-brewing/21670/,Microbrewery,2014,POINT (-77.51220170000001 43.2060144)
165,"50 Fountain Plaza # 900, Buffalo, New York, USA  14202", Labatt USA (Cervecería Costa Rica - FIFCO),/brewers/labatt-usa-cerveceria-costa-rica--fifco/20705/,Client Brewer,2014,POINT (-78.8737445 42.8898241)
166,"16 E Castle Street, Geneva, New York, USA  14456", Lake Drum Brewing,/brewers/lake-drum-brewing/28890/,Microbrewery,2016,POINT (-76.98096799999999 42.86774)
167,"813 Mirror Lake Dr, Lake Placid, New York, USA  12946", Lake Placid Pub & Brewery,/brewers/lake-placid-pub-brewery/2705/,Brewpub/Brewery,1996,POINT (-73.981262 44.282926)
168,"39-28 23rd Street , Long Island City, New York, USA  11101", LIC Beer Project,/brewers/lic-beer-project/23071/,Microbrewery,2015,POINT (-73.939375 40.7548729)
169,"#6A, 33 35th Street, Brooklyn, New York, USA  11232", Lineup Brewing,/brewers/lineup-brewing/30493/,Microbrewery,2017,POINT (-74.0075161 40.6572748)
170,"Long Island, New York, USA", Lithology Brewing Company,/brewers/lithology-brewing-company/22777/,Microbrewery,2015,POINT (-73.13496099999999 40.789142)
171,"697 Bear Swamp Road, Peru, New York, USA  12972", Livingoods Restaurant & Brewery,/brewers/livingoods-restaurant-brewery/20995/,Brewpub,2014,POINT (-73.51157100000002 44.576079)
172,"3160 Warners Road, Camillus, New York, USA  13164", Local 315 Brewing Company,/brewers/local-315-brewing-company/24856/,Microbrewery,2015,POINT (-76.2885989 43.08070860000001)
173,"10 Schoen Place, Pittsford, New York, USA  14534", Lock 32 Brewing,/brewers/lock-32-brewing/19413/,Microbrewery,2014,POINT (-77.5128735 43.0918741)
174,"817 Pulaski Street, Riverhead, New York, USA  11901", Long Ireland Beer Company,/brewers/long-ireland-beer-company/12587/,Microbrewery,2011,POINT (-72.67463099999999 40.919804)
175,"543 Atlantic Avenue, Rochester, New York, USA  14609", Lost Borough Brewing Company,/brewers/lost-borough-brewing-company/21270/,Microbrewery,2014,POINT (-77.5688038 43.1559724)
176,"2155 Church Road, Lodi, New York, USA  14860", Lost Kingdom Brewery,/brewers/lost-kingdom-brewery/20499/,Microbrewery,2014,POINT (-76.822839 42.6151183)
177,"131 Palmyra Ave, Woodmere, New York, USA  11598-1324", Lost Tribes Beverage,/brewers/lost-tribes-beverage/13927/,Client Brewer,2012,POINT (-73.7009453 40.6307278)
178,"8920 N Seneca Street, Weedsport, New York, USA  13166", Lunkenheimer Craft Brewing Company,/brewers/lunkenheimer-craft-brewing-company/20913/,Microbrewery,2014,POINT (-76.56274809999999 43.0493141)
179,"138 Water Street, Penn Yan, New York, USA  14527", Lyonsmith Brewing Company,/brewers/lyonsmith-brewing-company/21885/,Microbrewery,2015,POINT (-77.054738 42.6590611)
180,"237 Union Street, Schenectady, New York, USA  12305", Mad Jack Brewing @ The Van Dyck Restaurant & Lounge,/brewers/mad-jack-brewing-the-van-dyck-restaurant-lounge/13146/,Brewpub/Brewery,2011,POINT (-73.9431374 42.8165275)
